,dataset,model_id,generation_config,metric,score
110,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62419
111,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62408
112,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62334
113,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62173
114,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62148
115,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62106
116,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62087
117,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62085
118,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62083
119,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62022
120,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.62002
121,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61971
122,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61967
123,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61887
124,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61878
125,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61834
126,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61781
127,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61747
128,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.617
129,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61685
130,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61673
131,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.6167
132,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61655
133,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61618
134,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61527
135,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.615
136,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61447
137,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61402
138,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61387
139,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.6134
140,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61305
141,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.05-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61261
142,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.15-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61253
143,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61228
144,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61195
145,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61053
146,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.61024
147,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.60997
148,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.1-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.60866
149,drone_tweets,tweet_eval-emotion-sentiment-0.2-lora-epoch=5,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.59858
150,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=5-wrong-labels,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.56522
151,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.55613
152,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.55528
153,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.5552
154,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.54997
155,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.54663
156,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.54567
157,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.54477
158,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.54454
159,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.54123
160,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.5-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.54018
161,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53951
162,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53718
163,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53698
164,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53692
165,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53531
166,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53469
167,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.534
168,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53149
169,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53124
170,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.3-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.53055
171,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52949
172,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52864
173,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52813
174,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52609
175,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.01-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.5253
176,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52522
177,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52511
178,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.1-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52451
179,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52431
180,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=5-wrong-labels,max_new_toks=30-temp=0.01-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52419
181,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.1-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52344
182,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=100-temp=0.01-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52291
183,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52247
184,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52139
185,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52051
186,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.5-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.52025
187,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=50-temp=0.3-rep_pen=1.05-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.51988
188,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.50538
189,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.50243
190,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.50193
191,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=3-wrong-labels,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True,weighted avg_f1-score,0.49787
192,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.1-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.48892
193,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.46981
194,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.46604
195,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.46594
196,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.46183
197,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.01-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.45874
198,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.1-rep_pen=1.15-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.45847
199,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.5-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.44901
200,drone_tweets,Meta-Llama-3-8B-Instruct,max_new_toks=30-temp=0.3-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=True,weighted avg_f1-score,0.44651
201,drone_tweets,tweet_eval-emotion-sentiment-1.0-lora-epoch=10,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=False,weighted avg_f1-score,0.41078
202,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=10,max_new_toks=50-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=False,weighted avg_f1-score,0.35618
203,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=10-wrong-labels,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.31982
204,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=3-wrong-labels,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True,weighted avg_f1-score,0.254
205,drone_tweets,tweet_eval-sentiment-1.0-lora-epoch=10,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=True-few_shots=True-include_roles=False,weighted avg_f1-score,0.23874
206,drone_tweets,tweet_eval-emotion-1.0-lora-epoch=10,max_new_toks=50-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.20312
207,drone_tweets,tweet_eval-sentiment-1.0-lora-epoch=10,max_new_toks=30-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=False,weighted avg_f1-score,0.2012
208,drone_tweets,tweet_eval-sentiment-1.0-lora-epoch=10,max_new_toks=50-temp=0.1-rep_pen=1.2-combine_prompts=False-few_shots=True-include_roles=True,weighted avg_f1-score,0.1161
